"001-time","PartNum","PartPosX","PartPosY","PartPosZ","PartVelX","PartVelY","PartVelZ","gamma","Element"
0.0000000000000000E+000,0.1000000000000000E+001,0.2500000000000000E+000,0.2500000000000000E+000,0.0000000000000000E+000,0.1570796326794897E+001,-.1570796326794897E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.1000000000000000E-002,0.1000000000000000E+001,0.2515658511891688E+000,0.2484242792064301E+000,0.0000000000000000E+000,0.1560895781056521E+001,-.1580634859979912E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.2000000000000000E-002,0.1000000000000000E+001,0.2531217709890786E+000,0.2468387510478919E+000,0.0000000000000000E+000,0.1550933613826674E+001,-.1590410992405855E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.3000000000000000E-002,0.1000000000000000E+001,0.2546676979746812E+000,0.2452434781183235E+000,0.0000000000000000E+000,0.1540910218394669E+001,-.1600124338127765E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.4000000000000000E-002,0.1000000000000000E+001,0.2562035711154275E+000,0.2436385233963699E+000,0.0000000000000000E+000,0.1530825990467002E+001,-.1609774513679394E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.5000000000000000E-002,0.1000000000000000E+001,0.2577293297776771E+000,0.2420239502428967E+000,0.0000000000000000E+000,0.1520681328151732E+001,-.1619361138088343E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.6000000000000000E-002,0.1000000000000000E+001,0.2592449137270918E+000,0.2403998223984886E+000,0.0000000000000000E+000,0.1510476631942766E+001,-.1628883832891103E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.7000000000000000E-002,0.1000000000000000E+001,0.2607502631310137E+000,0.2387662039809332E+000,0.0000000000000000E+000,0.1500212304704044E+001,-.1638342222147997E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.8000000000000000E-002,0.1000000000000000E+001,0.2622453185608273E+000,0.2371231594826897E+000,0.0000000000000000E+000,0.1489888751653638E+001,-.1647735932458021E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.9000000000000001E-002,0.1000000000000000E+001,0.2637300209943054E+000,0.2354707537683427E+000,0.0000000000000000E+000,0.1479506380347754E+001,-.1657064592973584E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.1000000000000000E-001,0.1000000000000000E+001,0.2652043118179395E+000,0.2338090520720417E+000,0.0000000000000000E+000,0.1469065600664640E+001,-.1666327835415152E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.1100000000000000E-001,0.1000000000000000E+001,0.2666681328292537E+000,0.2321381199949255E+000,0.0000000000000000E+000,0.1458566824788408E+001,-.1675525294085782E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.1200000000000000E-001,0.1000000000000000E+001,0.2681214262391023E+000,0.2304580235025328E+000,0.0000000000000000E+000,0.1448010467192762E+001,-.1684656605885564E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.1300000000000000E-001,0.1000000000000000E+001,0.2695641346739512E+000,0.2287688289221973E+000,0.0000000000000000E+000,0.1437396944624631E+001,-.1693721410325951E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.1400000000000001E-001,0.1000000000000000E+001,0.2709962011781432E+000,0.2270706029404300E+000,0.0000000000000000E+000,0.1426726676087720E+001,-.1702719349543994E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.1500000000000001E-001,0.1000000000000000E+001,0.2724175692161460E+000,0.2253634126002860E+000,0.0000000000000000E+000,0.1416000082825968E+001,-.1711650068316467E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.1600000000000001E-001,0.1000000000000000E+001,0.2738281826747848E+000,0.2236473252987179E+000,0.0000000000000000E+000,0.1405217588306918E+001,-.1720513214073896E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.1700000000000001E-001,0.1000000000000000E+001,0.2752279858654568E+000,0.2219224087839150E+000,0.0000000000000000E+000,0.1394379618204997E+001,-.1729308436914470E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.1800000000000001E-001,0.1000000000000000E+001,0.2766169235263305E+000,0.2201887311526291E+000,0.0000000000000000E+000,0.1383486600384716E+001,-.1738035389617860E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.1900000000000001E-001,0.1000000000000000E+001,0.2779949408245265E+000,0.2184463608474856E+000,0.0000000000000000E+000,0.1372538964883772E+001,-.1746693727658924E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.2000000000000001E-001,0.1000000000000000E+001,0.2793619833582830E+000,0.2166953666542820E+000,0.0000000000000000E+000,0.1361537143896078E+001,-.1755283109221313E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.2100000000000001E-001,0.1000000000000000E+001,0.2807179971591029E+000,0.2149358176992718E+000,0.0000000000000000E+000,0.1350481571754695E+001,-.1763803195210957E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.2200000000000001E-001,0.1000000000000000E+001,0.2820629286938846E+000,0.2131677834464360E+000,0.0000000000000000E+000,0.1339372684914687E+001,-.1772253649269459E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.2300000000000001E-001,0.1000000000000000E+001,0.2833967248670354E+000,0.2113913336947408E+000,0.0000000000000000E+000,0.1328210921935893E+001,-.1780634137787373E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.2400000000000001E-001,0.1000000000000000E+001,0.2847193330225677E+000,0.2096065385753817E+000,0.0000000000000000E+000,0.1316996723465609E+001,-.1788944329917370E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.2500000000000002E-001,0.1000000000000000E+001,0.2860307009461777E+000,0.2078134685490150E+000,0.0000000000000000E+000,0.1305730532221198E+001,-.1797183897587302E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.2600000000000002E-001,0.1000000000000000E+001,0.2873307768673065E+000,0.2060121944029762E+000,0.0000000000000000E+000,0.1294412792972604E+001,-.1805352515513157E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.2700000000000002E-001,0.1000000000000000E+001,0.2886195094611845E+000,0.2042027872484853E+000,0.0000000000000000E+000,0.1283043952524802E+001,-.1813449861211895E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.2800000000000002E-001,0.1000000000000000E+001,0.2898968478508568E+000,0.2023853185178397E+000,0.0000000000000000E+000,0.1271624459700151E+001,-.1821475615014180E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.2900000000000002E-001,0.1000000000000000E+001,0.2911627416091925E+000,0.2005598599615940E+000,0.0000000000000000E+000,0.1260154765320683E+001,-.1829429460077006E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.3000000000000002E-001,0.1000000000000000E+001,0.2924171407608751E+000,0.1987264836457272E+000,0.0000000000000000E+000,0.1248635322190298E+001,-.1837311082396196E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.3100000000000002E-001,0.1000000000000000E+001,0.2936599957843755E+000,0.1968852619487981E+000,0.0000000000000000E+000,0.1237066585076893E+001,-.1845120170818808E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.3200000000000002E-001,0.1000000000000000E+001,0.2948912576139068E+000,0.1950362675590878E+000,0.0000000000000000E+000,0.1225449010694407E+001,-.1852856417055411E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.3300000000000002E-001,0.1000000000000000E+001,0.2961108776413620E+000,0.1931795734717296E+000,0.0000000000000000E+000,0.1213783057684791E+001,-.1860519515692259E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.3400000000000002E-001,0.1000000000000000E+001,0.2973188077182320E+000,0.1913152529858280E+000,0.0000000000000000E+000,0.1202069186599900E+001,-.1868109164203349E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.3500000000000002E-001,0.1000000000000000E+001,0.2985150001575074E+000,0.1894433797015646E+000,0.0000000000000000E+000,0.1190307859883314E+001,-.1875625062962363E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.3600000000000003E-001,0.1000000000000000E+001,0.2996994077355602E+000,0.1875640275172923E+000,0.0000000000000000E+000,0.1178499541852079E+001,-.1883066915254496E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.3700000000000003E-001,0.1000000000000000E+001,0.3008719836940089E+000,0.1856772706266186E+000,0.0000000000000000E+000,0.1166644698678377E+001,-.1890434427288173E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.3800000000000003E-001,0.1000000000000000E+001,0.3020326817415640E+000,0.1837831835154757E+000,0.0000000000000000E+000,0.1154743798371126E+001,-.1897727308206643E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.3900000000000003E-001,0.1000000000000000E+001,0.3031814560558555E+000,0.1818818409591805E+000,0.0000000000000000E+000,0.1142797310757497E+001,-.1904945270099465E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.4000000000000003E-001,0.1000000000000000E+001,0.3043182612852420E+000,0.1799733180194825E+000,0.0000000000000000E+000,0.1130805707464371E+001,-.1912088028013871E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.4100000000000003E-001,0.1000000000000000E+001,0.3054430525506012E+000,0.1780576900416004E+000,0.0000000000000000E+000,0.1118769461899720E+001,-.1919155299966020E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.4200000000000003E-001,0.1000000000000000E+001,0.3065557854471015E+000,0.1761350326512475E+000,0.0000000000000000E+000,0.1106689049233915E+001,-.1926146806952126E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.4300000000000003E-001,0.1000000000000000E+001,0.3076564160459549E+000,0.1742054217516465E+000,0.0000000000000000E+000,0.1094564946380968E+001,-.1933062272959474E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.4400000000000003E-001,0.1000000000000000E+001,0.3087449008961515E+000,0.1722689335205325E+000,0.0000000000000000E+000,0.1082397631979707E+001,-.1939901424977317E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.4500000000000003E-001,0.1000000000000000E+001,0.3098211970261749E+000,0.1703256444071461E+000,0.0000000000000000E+000,0.1070187586374875E+001,-.1946663993007654E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.4600000000000003E-001,0.1000000000000000E+001,0.3108852619456983E+000,0.1683756311292148E+000,0.0000000000000000E+000,0.1057935291598172E+001,-.1953349710075888E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.4700000000000003E-001,0.1000000000000000E+001,0.3119370536472622E+000,0.1664189706699248E+000,0.0000000000000000E+000,0.1045641231349222E+001,-.1959958312241368E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.4800000000000004E-001,0.1000000000000000E+001,0.3129765306079327E+000,0.1644557402748816E+000,0.0000000000000000E+000,0.1033305890976478E+001,-.1966489538607805E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.4900000000000004E-001,0.1000000000000000E+001,0.3140036517909411E+000,0.1624860174490603E+000,0.0000000000000000E+000,0.1020929757458062E+001,-.1972943131333576E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.5000000000000004E-001,0.1000000000000000E+001,0.3150183766473033E+000,0.1605098799537463E+000,0.0000000000000000E+000,0.1008513319382538E+001,-.1979318835641900E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.5100000000000004E-001,0.1000000000000000E+001,0.3160206651174210E+000,0.1585274058034651E+000,0.0000000000000000E+000,0.9960570669296279E+000,-.1985616399830900E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.5200000000000004E-001,0.1000000000000000E+001,0.3170104776326633E+000,0.1565386732629024E+000,0.0000000000000000E+000,0.9835614918508546E+000,-.1991835575283532E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.5300000000000004E-001,0.1000000000000000E+001,0.3179877751169284E+000,0.1545437608438145E+000,0.0000000000000000E+000,0.9710270874501314E+000,-.1997976116477411E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.5400000000000004E-001,0.1000000000000000E+001,0.3189525189881868E+000,0.1525427473019286E+000,0.0000000000000000E+000,0.9584543485642868E+000,-.2004037780994493E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.5500000000000004E-001,0.1000000000000000E+001,0.3199046711600040E+000,0.1505357116338339E+000,0.0000000000000000E+000,0.9458437715435291E+000,-.2010020329530654E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.5600000000000004E-001,0.1000000000000000E+001,0.3208441940430442E+000,0.1485227330738628E+000,0.0000000000000000E+000,0.9331958542318509E+000,-.2015923525905131E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.5700000000000004E-001,0.1000000000000000E+001,0.3217710505465542E+000,0.1465038910909628E+000,0.0000000000000000E+000,0.9205110959473762E+000,-.2021747137069850E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
0.5800000000000004E-001,0.1000000000000000E+001,0.3226852040798281E+000,0.1444792653855594E+000,0.0000000000000000E+000,0.9077899974626470E+000,-.2027490933118623E+001,0.0000000000000000E+000,0.1000000000000000E+001,0.1000000000000000E+001
